store,region,product,date,dow,ppu,quantity,value,pc_sold
A008,A,cherry,2021-08-25,WED,5.98,274,1638.52,80.1
A008,A,cherry,2021-08-26,THU,6,267,1602,73.1
A008,A,cherry,2021-08-27,FRI,6,266,1596,77.4
A008,A,cherry,2021-08-28,SAT,6,292,1752,78.7
A008,A,cherry,2021-08-29,SUN,6,291,1746,78.4
A008,A,cherry,2021-08-30,MON,6,271,1626,82.2
A008,A,cherry,2021-08-31,TUE,6,273,1638,83
A008,A,cherry,2021-09-01,WED,6,270,1620,80.1
A008,A,cherry,2021-09-02,THU,6.01,265,1592.65,78.9
A008,A,cherry,2021-09-03,FRI,6.01,274,1646.74,74.4
A008,A,cherry,2021-09-04,SAT,6.01,295,1772.95,83.1
A008,A,cherry,2021-09-05,SUN,6.01,292,1754.92,76.9
A008,A,cherry,2021-09-06,MON,6.01,264,1586.64,75.5
A008,A,cherry,2021-09-07,TUE,6.01,274,1646.74,66.7
A008,A,cherry,2021-09-08,WED,6.01,272,1634.72,63
A008,A,cherry,2021-09-09,THU,6.01,274,1646.74,85.9
A008,A,cherry,2021-09-10,FRI,6.01,274,1646.74,87.5
A008,A,cherry,2021-09-11,SAT,6.01,293,1760.93,76.1
A008,A,cherry,2021-09-12,SUN,6.01,294,1766.94,75.5
A008,A,cherry,2021-09-13,MON,6.01,264,1586.64,77.8
A008,A,cherry,2021-09-14,TUE,6.01,273,1640.73,94.1
A008,A,cherry,2021-09-15,WED,6.01,273,1640.73,84.2
A008,A,cherry,2021-09-16,THU,6.02,273,1643.46,83.4
A008,A,cherry,2021-09-17,FRI,6.02,269,1619.38,83.2
A008,A,cherry,2021-09-18,SAT,6.02,291,1751.82,78.4
A008,A,cherry,2021-09-19,SUN,6.02,291,1751.82,88.7
A008,A,cherry,2021-09-20,MON,6.02,270,1625.4,82
A008,A,cherry,2021-09-21,TUE,6.02,269,1619.38,80
A008,A,cherry,2021-09-22,WED,6.02,272,1637.44,81.8
A008,A,cherry,2021-09-23,THU,6.04,270,1630.8,77.4
A008,A,cherry,2021-09-24,FRI,6.04,268,1618.72,80.8
A008,A,cherry,2021-09-25,SAT,6.04,291,1757.64,91.7
A008,A,cherry,2021-09-26,SUN,6.04,294,1775.76,83.3
A008,A,cherry,2021-09-27,MON,6.04,267,1612.68,76.7
A008,A,cherry,2021-09-28,TUE,6.04,269,1624.76,85.1
A008,A,cherry,2021-09-29,WED,6.04,268,1618.72,76.5
A008,A,cherry,2021-09-30,THU,6.05,274,1657.7,88.3
A009,A,apple,2021-04-01,THU,1.03,445,458.35,81.7
A009,A,apple,2021-04-02,FRI,1.03,440,453.2,70.6
A009,A,apple,2021-04-03,SAT,1.03,490,504.7,72.7
A009,A,apple,2021-04-04,SUN,1.03,487,501.61,70
A009,A,apple,2021-04-05,MON,1.03,448,461.44,50
A009,A,apple,2021-04-06,TUE,1.03,440,453.2,62.1
A009,A,apple,2021-04-07,WED,1.03,446,459.38,63.6
A009,A,apple,2021-04-08,THU,1.05,454,476.7,67.9
A009,A,apple,2021-04-09,FRI,1.05,451,473.55,81.3
A009,A,apple,2021-04-10,SAT,1.05,489,513.45,81.7
A009,A,apple,2021-04-11,SUN,1.05,491,515.55,75.8
A009,A,apple,2021-04-12,MON,1.05,443,465.15,64.1
A009,A,apple,2021-04-13,TUE,1.05,448,470.4,54.2
A009,A,apple,2021-04-14,WED,1.05,449,471.45,59.8
A009,A,apple,2021-04-15,THU,1.06,449,475.94,70.3
A009,A,apple,2021-04-16,FRI,1.06,444,470.64,70.8
A009,A,apple,2021-04-17,SAT,1.06,489,518.34,57.3
A009,A,apple,2021-04-18,SUN,1.06,484,513.04,55.7
A009,A,apple,2021-04-19,MON,1.06,450,477,66.6
A009,A,apple,2021-04-20,TUE,1.06,448,474.88,68.4
A009,A,apple,2021-04-21,WED,1.06,441,467.46,73.7
A009,A,apple,2021-04-22,THU,1.08,447,482.76,62.8
A009,A,apple,2021-04-23,FRI,1.08,442,477.36,60.2
A009,A,apple,2021-04-24,SAT,1.08,485,523.8,58.6
A009,A,apple,2021-04-25,SUN,1.08,489,528.12,70.3
A009,A,apple,2021-04-26,MON,1.08,449,484.92,60.3
A009,A,apple,2021-04-27,TUE,1.08,446,481.68,68.9
A009,A,apple,2021-04-28,WED,1.08,449,484.92,66.9
A009,A,apple,2021-04-29,THU,1.09,456,497.04,68.4
A009,A,apple,2021-04-30,FRI,1.09,445,485.05,65.9
A009,A,apple,2021-05-01,SAT,1.09,491,535.19,69.4
A009,A,apple,2021-05-02,SUN,1.09,492,536.28,63.4
A009,A,apple,2021-05-03,MON,1.09,449,489.41,76.6
A009,A,apple,2021-05-04,TUE,1.09,451,491.59,72
A009,A,apple,2021-05-05,WED,1.09,447,487.23,77
A009,A,apple,2021-05-06,THU,1.11,447,496.17,71.7
A009,A,apple,2021-05-07,FRI,1.11,443,491.73,61.3
A009,A,apple,2021-05-08,SAT,1.11,492,546.12,83.4
A009,A,apple,2021-05-09,SUN,1.11,493,547.23,76
A009,A,apple,2021-05-10,MON,1.11,446,495.06,73.5
A009,A,apple,2021-05-11,TUE,1.11,442,490.62,72.5
A009,A,apple,2021-05-12,WED,1.11,446,495.06,70
A009,A,apple,2021-05-13,THU,1.12,446,499.52,87.9
A009,A,apple,2021-05-14,FRI,1.12,455,509.6,84.6
A009,A,apple,2021-05-15,SAT,1.12,489,547.68,90.2
A009,A,apple,2021-05-16,SUN,1.12,485,543.2,84
A009,A,apple,2021-05-17,MON,1.12,452,506.24,82.9
A009,A,apple,2021-05-18,TUE,1.12,446,499.52,78.9
A009,A,apple,2021-05-19,WED,1.12,450,504,74.8
A009,A,apple,2021-05-20,THU,1.11,449,498.39,81.9
A009,A,apple,2021-05-21,FRI,1.11,450,499.5,81.8
A009,A,apple,2021-05-22,SAT,1.11,492,546.12,83.3
A009,A,apple,2021-05-23,SUN,1.11,488,541.68,80.2
A009,A,apple,2021-05-24,MON,1.11,449,498.39,84.4
A009,A,apple,2021-05-25,TUE,1.11,439,487.29,75.7
A009,A,apple,2021-05-26,WED,1.11,449,498.39,79.4
A009,A,apple,2021-05-27,THU,1.13,445,502.85,75.3
A009,A,apple,2021-05-28,FRI,1.13,456,515.28,74.9
A009,A,apple,2021-05-29,SAT,1.13,493,557.09,65.5
A009,A,apple,2021-05-30,SUN,1.13,485,548.05,78.2
A009,A,apple,2021-05-31,MON,1.13,450,508.5,74.8
A009,A,apple,2021-06-01,TUE,1.13,441,498.33,62.7
A009,A,apple,2021-06-02,WED,1.13,454,513.02,63.1
A009,A,apple,2021-06-03,THU,1.15,449,516.35,74.6
A009,A,apple,2021-06-04,FRI,1.15,440,506,86.2
A009,A,apple,2021-06-05,SAT,1.15,490,563.5,69.4
A009,A,apple,2021-06-06,SUN,1.15,486,558.9,76.6
A009,A,apple,2021-06-07,MON,1.15,448,515.2,76.9
A009,A,apple,2021-06-08,TUE,1.15,447,514.05,68.2
A009,A,apple,2021-06-09,WED,1.15,450,517.5,68.3
A009,A,apple,2021-06-10,THU,1.16,444,515.04,79.6
A009,A,apple,2021-06-11,FRI,1.16,450,522,76.8
A009,A,apple,2021-06-12,SAT,1.16,489,567.24,69.2
A009,A,apple,2021-06-13,SUN,1.16,489,567.24,65.4
A009,A,apple,2021-06-14,MON,1.16,454,526.64,66.9
A009,A,apple,2021-06-15,TUE,1.16,443,513.88,63.2
A009,A,apple,2021-06-16,WED,1.16,454,526.64,69.7
A009,A,apple,2021-06-17,THU,1.16,440,510.4,89.3
A009,A,apple,2021-06-18,FRI,1.16,447,518.52,95.7
A009,A,apple,2021-06-19,SAT,1.16,487,564.92,91.6
A009,A,apple,2021-06-20,SUN,1.16,490,568.4,92.9
A009,A,apple,2021-06-21,MON,1.16,444,515.04,85.6
A009,A,apple,2021-06-22,TUE,1.16,449,520.84,73.7
A009,A,apple,2021-06-23,WED,1.16,446,517.36,68.9
A009,A,apple,2021-06-24,THU,1.19,453,539.07,85.9
A009,A,apple,2021-06-25,FRI,1.19,453,539.07,81.6
A009,A,apple,2021-06-26,SAT,1.19,484,575.96,81.8
A009,A,apple,2021-06-27,SUN,1.19,487,579.53,89.3
A009,A,apple,2021-06-28,MON,1.19,441,524.79,96.9
A009,A,apple,2021-06-29,TUE,1.19,440,523.6,86.8
A009,A,apple,2021-06-30,WED,1.19,447,531.93,82.1
A009,A,apple,2021-07-01,THU,1.19,448,533.12,75.1
A009,A,apple,2021-07-02,FRI,1.19,447,531.93,77.7
A009,A,apple,2021-07-03,SAT,1.19,489,581.91,83.3
A009,A,apple,2021-07-04,SUN,1.19,492,585.48,87
A009,A,apple,2021-07-05,MON,1.19,442,525.98,77.6
A009,A,apple,2021-07-06,TUE,1.19,442,525.98,83.8
A009,A,apple,2021-07-07,WED,1.19,450,535.5,80.4
A009,A,apple,2021-07-08,THU,1.21,448,542.08,80.7
A009,A,apple,2021-07-09,FRI,1.21,456,551.76,82.4
A009,A,apple,2021-07-10,SAT,1.21,488,590.48,82.1
A009,A,apple,2021-07-11,SUN,1.21,492,595.32,82.3
A009,A,apple,2021-07-12,MON,1.21,441,533.61,84.2
A009,A,apple,2021-07-13,TUE,1.21,453,548.13,82
A009,A,apple,2021-07-14,WED,1.21,444,537.24,75
A009,A,apple,2021-07-15,THU,1.22,445,542.9,79.4
A009,A,apple,2021-07-16,FRI,1.22,453,552.66,71.6
A009,A,apple,2021-07-17,SAT,1.22,488,595.36,66.3
A009,A,apple,2021-07-18,SUN,1.22,485,591.7,66.4
A009,A,apple,2021-07-19,MON,1.22,439,535.58,72.2
A009,A,apple,2021-07-20,TUE,1.22,448,546.56,73.4
A009,A,apple,2021-07-21,WED,1.22,448,546.56,77.3
A009,A,apple,2021-07-22,THU,1.21,450,544.5,69.6
A009,A,apple,2021-07-23,FRI,1.21,447,540.87,78.7
A009,A,apple,2021-07-24,SAT,1.21,493,596.53,82
A009,A,apple,2021-07-25,SUN,1.21,486,588.06,89.1
A009,A,apple,2021-07-26,MON,1.21,447,540.87,75.5
A009,A,apple,2021-07-27,TUE,1.21,440,532.4,80.9
A009,A,apple,2021-07-28,WED,1.21,443,536.03,80.7
A009,A,apple,2021-07-29,THU,1.23,447,549.81,67.8
A009,A,apple,2021-07-30,FRI,1.23,441,542.43,89
A009,A,apple,2021-07-31,SAT,1.23,485,596.55,83
A009,A,apple,2021-08-01,SUN,1.23,492,605.16,87.9
A009,A,apple,2021-08-02,MON,1.23,445,547.35,77.6
A009,A,apple,2021-08-03,TUE,1.23,445,547.35,77.1
A009,A,apple,2021-08-04,WED,1.23,448,551.04,69.7
A009,A,apple,2021-08-05,THU,1.26,445,560.7,83.5
A009,A,apple,2021-08-06,FRI,1.26,455,573.3,80.8
A009,A,apple,2021-08-07,SAT,1.26,488,614.88,82.6
A009,A,apple,2021-08-08,SUN,1.26,486,612.36,80.3
A009,A,apple,2021-08-09,MON,1.26,451,568.26,82
A009,A,apple,2021-08-10,TUE,1.26,442,556.92,77.3
A009,A,apple,2021-08-11,WED,1.26,452,569.52,72.8
A009,A,apple,2021-08-12,THU,1.25,440,550,81.6
A009,A,apple,2021-08-13,FRI,1.25,445,556.25,77.6
A009,A,apple,2021-08-14,SAT,1.25,491,613.75,75.3
A009,A,apple,2021-08-15,SUN,1.25,486,607.5,77.9
A009,A,apple,2021-08-16,MON,1.25,446,557.5,76.8
A009,A,apple,2021-08-17,TUE,1.25,449,561.25,81.3
A009,A,apple,2021-08-18,WED,1.25,454,567.5,76.1
A009,A,apple,2021-08-19,THU,1.27,446,566.42,76.5
A009,A,apple,2021-08-20,FRI,1.27,452,574.04,80.6
A009,A,apple,2021-08-21,SAT,1.27,487,618.49,89
A009,A,apple,2021-08-22,SUN,1.27,484,614.68,88.9
A009,A,apple,2021-08-23,MON,1.27,450,571.5,78.6
A009,A,apple,2021-08-24,TUE,1.27,456,579.12,77.1
A009,A,apple,2021-08-25,WED,1.27,441,560.07,80.1
A009,A,apple,2021-08-26,THU,1.3,450,585,73.1
A009,A,apple,2021-08-27,FRI,1.3,455,591.5,77.4
A009,A,apple,2021-08-28,SAT,1.3,491,638.3,78.7
A009,A,apple,2021-08-29,SUN,1.3,489,635.7,78.4
A009,A,apple,2021-08-30,MON,1.3,454,590.2,82.2
A009,A,apple,2021-08-31,TUE,1.3,455,591.5,83
A009,A,apple,2021-09-01,WED,1.3,442,574.6,80.1
A009,A,apple,2021-09-02,THU,1.31,442,579.02,78.9
A009,A,apple,2021-09-03,FRI,1.31,455,596.05,74.4
A009,A,apple,2021-09-04,SAT,1.31,489,640.59,83.1
A009,A,apple,2021-09-05,SUN,1.31,488,639.28,76.9
A009,A,apple,2021-09-06,MON,1.31,442,579.02,75.5
A009,A,apple,2021-09-07,TUE,1.31,443,580.33,66.7
A009,A,apple,2021-09-08,WED,1.31,454,594.74,63
A009,A,apple,2021-09-09,THU,1.31,454,594.74,85.9
A009,A,apple,2021-09-10,FRI,1.31,450,589.5,87.5
A009,A,apple,2021-09-11,SAT,1.31,486,636.66,76.1
A009,A,apple,2021-09-12,SUN,1.31,485,635.35,75.5
A009,A,apple,2021-09-13,MON,1.31,456,597.36,77.8
A009,A,apple,2021-09-14,TUE,1.31,446,584.26,94.1
A009,A,apple,2021-09-15,WED,1.31,449,588.19,84.2
A009,A,apple,2021-09-16,THU,1.33,454,603.82,83.4
A009,A,apple,2021-09-17,FRI,1.33,453,602.49,83.2
A009,A,apple,2021-09-18,SAT,1.33,489,650.37,78.4
A009,A,apple,2021-09-19,SUN,1.33,485,645.05,88.7
A009,A,apple,2021-09-20,MON,1.33,440,585.2,82
A009,A,apple,2021-09-21,TUE,1.33,440,585.2,80
A009,A,apple,2021-09-22,WED,1.33,457,607.81,81.8
A009,A,apple,2021-09-23,THU,1.32,451,595.32,77.4
A009,A,apple,2021-09-24,FRI,1.32,443,584.76,80.8
A009,A,apple,2021-09-25,SAT,1.32,487,642.84,91.7
A009,A,apple,2021-09-26,SUN,1.32,484,638.88,83.3
A009,A,apple,2021-09-27,MON,1.32,447,590.04,76.7
A009,A,apple,2021-09-28,TUE,1.32,447,590.04,85.1
A009,A,apple,2021-09-29,WED,1.32,445,587.4,76.5
A009,A,apple,2021-09-30,THU,1.35,443,598.05,88.3
A009,A,banana,2021-04-01,THU,2.74,414,1134.36,81.7
A009,A,banana,2021-04-02,FRI,2.74,415,1137.1,70.6
A009,A,banana,2021-04-03,SAT,2.74,460,1260.4,72.7
A009,A,banana,2021-04-04,SUN,2.74,454,1243.96,70
A009,A,banana,2021-04-05,MON,2.74,425,1164.5,50
A009,A,banana,2021-04-06,TUE,2.74,418,1145.32,62.1
A009,A,banana,2021-04-07,WED,2.74,425,1164.5,63.6
A009,A,banana,2021-04-08,THU,2.75,420,1155,67.9
A009,A,banana,2021-04-09,FRI,2.75,419,1152.25,81.3
A009,A,banana,2021-04-10,SAT,2.75,458,1259.5,81.7
A009,A,banana,2021-04-11,SUN,2.75,457,1256.75,75.8
A009,A,banana,2021-04-12,MON,2.75,425,1168.75,64.1
A009,A,banana,2021-04-13,TUE,2.75,422,1160.5,54.2
A009,A,banana,2021-04-14,WED,2.75,418,1149.5,59.8
A009,A,banana,2021-04-15,THU,2.75,423,1163.25,70.3
A009,A,banana,2021-04-16,FRI,2.75,419,1152.25,70.8
A009,A,banana,2021-04-17,SAT,2.75,460,1265,57.3
A009,A,banana,2021-04-18,SUN,2.75,457,1256.75,55.7
A009,A,banana,2021-04-19,MON,2.75,426,1171.5,66.6
A009,A,banana,2021-04-20,TUE,2.75,419,1152.25,68.4
A009,A,banana,2021-04-21,WED,2.75,419,1152.25,73.7
A009,A,banana,2021-04-22,THU,2.77,411,1138.47,62.8
A009,A,banana,2021-04-23,FRI,2.77,417,1155.09,60.2
A009,A,banana,2021-04-24,SAT,2.77,453,1254.81,58.6
A009,A,banana,2021-04-25,SUN,2.77,455,1260.35,70.3
A009,A,banana,2021-04-26,MON,2.77,421,1166.17,60.3
A009,A,banana,2021-04-27,TUE,2.77,421,1166.17,68.9
A009,A,banana,2021-04-28,WED,2.77,418,1157.86,66.9
A009,A,banana,2021-04-29,THU,2.77,424,1174.48,68.4
A009,A,banana,2021-04-30,FRI,2.77,419,1160.63,65.9
A009,A,banana,2021-05-01,SAT,2.77,453,1254.81,69.4
A009,A,banana,2021-05-02,SUN,2.77,453,1254.81,63.4
A009,A,banana,2021-05-03,MON,2.77,417,1155.09,76.6
A009,A,banana,2021-05-04,TUE,2.77,419,1160.63,72
A009,A,banana,2021-05-05,WED,2.77,414,1146.78,77
A009,A,banana,2021-05-06,THU,2.8,423,1184.4,71.7
A009,A,banana,2021-05-07,FRI,2.8,420,1176,61.3
A009,A,banana,2021-05-08,SAT,2.8,460,1288,83.4
A009,A,banana,2021-05-09,SUN,2.8,453,1268.4,76
A009,A,banana,2021-05-10,MON,2.8,427,1195.6,73.5
A009,A,banana,2021-05-11,TUE,2.8,416,1164.8,72.5
A009,A,banana,2021-05-12,WED,2.8,425,1190,70
A009,A,banana,2021-05-13,THU,2.81,426,1197.06,87.9
A009,A,banana,2021-05-14,FRI,2.81,416,1168.96,84.6
A009,A,banana,2021-05-15,SAT,2.81,461,1295.41,90.2
A009,A,banana,2021-05-16,SUN,2.81,454,1275.74,84
A009,A,banana,2021-05-17,MON,2.81,423,1188.63,82.9
A009,A,banana,2021-05-18,TUE,2.81,421,1183.01,78.9
A009,A,banana,2021-05-19,WED,2.81,427,1199.87,74.8
A009,A,banana,2021-05-20,THU,2.82,419,1181.58,81.9
A009,A,banana,2021-05-21,FRI,2.82,416,1173.12,81.8
A009,A,banana,2021-05-22,SAT,2.82,455,1283.1,83.3
A009,A,banana,2021-05-23,SUN,2.82,454,1280.28,80.2
A009,A,banana,2021-05-24,MON,2.82,425,1198.5,84.4
A009,A,banana,2021-05-25,TUE,2.82,412,1161.84,75.7
A009,A,banana,2021-05-26,WED,2.82,412,1161.84,79.4
A009,A,banana,2021-05-27,THU,2.83,426,1205.58,75.3
A009,A,banana,2021-05-28,FRI,2.83,422,1194.26,74.9
A009,A,banana,2021-05-29,SAT,2.83,459,1298.97,65.5
A009,A,banana,2021-05-30,SUN,2.83,457,1293.31,78.2
A009,A,banana,2021-05-31,MON,2.83,420,1188.6,74.8
A009,A,banana,2021-06-01,TUE,2.83,425,1202.75,62.7
A009,A,banana,2021-06-02,WED,2.83,427,1208.41,63.1
A009,A,banana,2021-06-03,THU,2.85,415,1182.75,74.6
A009,A,banana,2021-06-04,FRI,2.85,426,1214.1,86.2
A009,A,banana,2021-06-05,SAT,2.85,453,1291.05,69.4
A009,A,banana,2021-06-06,SUN,2.85,458,1305.3,76.6
A009,A,banana,2021-06-07,MON,2.85,418,1191.3,76.9
A009,A,banana,2021-06-08,TUE,2.85,426,1214.1,68.2
A009,A,banana,2021-06-09,WED,2.85,419,1194.15,68.3
A009,A,banana,2021-06-10,THU,2.87,427,1225.49,79.6
A009,A,banana,2021-06-11,FRI,2.87,420,1205.4,76.8
A009,A,banana,2021-06-12,SAT,2.87,456,1308.72,69.2
A009,A,banana,2021-06-13,SUN,2.87,459,1317.33,65.4
A009,A,banana,2021-06-14,MON,2.87,427,1225.49,66.9
A009,A,banana,2021-06-15,TUE,2.87,421,1208.27,63.2
A009,A,banana,2021-06-16,WED,2.87,419,1202.53,69.7
A009,A,banana,2021-06-17,THU,2.89,422,1219.58,89.3
A009,A,banana,2021-06-18,FRI,2.89,412,1190.68,95.7
A009,A,banana,2021-06-19,SAT,2.89,457,1320.73,91.6
A009,A,banana,2021-06-20,SUN,2.89,458,1323.62,92.9
A009,A,banana,2021-06-21,MON,2.89,425,1228.25,85.6
A009,A,banana,2021-06-22,TUE,2.89,413,1193.57,73.7
A009,A,banana,2021-06-23,WED,2.89,415,1199.35,68.9
A009,A,banana,2021-06-24,THU,2.91,411,1196.01,85.9
A009,A,banana,2021-06-25,FRI,2.91,417,1213.47,81.6
A009,A,banana,2021-06-26,SAT,2.91,457,1329.87,81.8
A009,A,banana,2021-06-27,SUN,2.91,454,1321.14,89.3
A009,A,banana,2021-06-28,MON,2.91,417,1213.47,96.9
A009,A,banana,2021-06-29,TUE,2.91,415,1207.65,86.8
A009,A,banana,2021-06-30,WED,2.91,427,1242.57,82.1
A009,A,banana,2021-07-01,THU,2.9,426,1235.4,75.1
A009,A,banana,2021-07-02,FRI,2.9,423,1226.7,77.7
A009,A,banana,2021-07-03,SAT,2.9,458,1328.2,83.3
A009,A,banana,2021-07-04,SUN,2.9,459,1331.1,87
A009,A,banana,2021-07-05,MON,2.9,415,1203.5,77.6
A009,A,banana,2021-07-06,TUE,2.9,425,1232.5,83.8
A009,A,banana,2021-07-07,WED,2.9,413,1197.7,80.4
A009,A,banana,2021-07-08,THU,2.91,426,1239.66,80.7
A009,A,banana,2021-07-09,FRI,2.91,413,1201.83,82.4
A009,A,banana,2021-07-10,SAT,2.91,455,1324.05,82.1
A009,A,banana,2021-07-11,SUN,2.91,459,1335.69,82.3
A009,A,banana,2021-07-12,MON,2.91,420,1222.2,84.2
A009,A,banana,2021-07-13,TUE,2.91,412,1198.92,82
A009,A,banana,2021-07-14,WED,2.91,426,1239.66,75
A009,A,banana,2021-07-15,THU,2.91,413,1201.83,79.4
A009,A,banana,2021-07-16,FRI,2.91,417,1213.47,71.6
A009,A,banana,2021-07-17,SAT,2.91,457,1329.87,66.3
A009,A,banana,2021-07-18,SUN,2.91,457,1329.87,66.4
A009,A,banana,2021-07-19,MON,2.91,413,1201.83,72.2
A009,A,banana,2021-07-20,TUE,2.91,424,1233.84,73.4
A009,A,banana,2021-07-21,WED,2.91,411,1196.01,77.3
A009,A,banana,2021-07-22,THU,2.92,423,1235.16,69.6
A009,A,banana,2021-07-23,FRI,2.92,420,1226.4,78.7
A009,A,banana,2021-07-24,SAT,2.92,458,1337.36,82
A009,A,banana,2021-07-25,SUN,2.92,459,1340.28,89.1
A009,A,banana,2021-07-26,MON,2.92,415,1211.8,75.5
A009,A,banana,2021-07-27,TUE,2.92,415,1211.8,80.9
A009,A,banana,2021-07-28,WED,2.92,416,1214.72,80.7
A009,A,banana,2021-07-29,THU,2.95,412,1215.4,67.8
A009,A,banana,2021-07-30,FRI,2.95,420,1239,89
A009,A,banana,2021-07-31,SAT,2.95,453,1336.35,83
A009,A,banana,2021-08-01,SUN,2.95,459,1354.05,87.9
A009,A,banana,2021-08-02,MON,2.95,425,1253.75,77.6
A009,A,banana,2021-08-03,TUE,2.95,423,1247.85,77.1
A009,A,banana,2021-08-04,WED,2.95,411,1212.45,69.7
A009,A,banana,2021-08-05,THU,2.94,423,1243.62,83.5
A009,A,banana,2021-08-06,FRI,2.94,421,1237.74,80.8
A009,A,banana,2021-08-07,SAT,2.94,458,1346.52,82.6
A009,A,banana,2021-08-08,SUN,2.94,461,1355.34,80.3
A009,A,banana,2021-08-09,MON,2.94,423,1243.62,82
A009,A,banana,2021-08-10,TUE,2.94,415,1220.1,77.3
A009,A,banana,2021-08-11,WED,2.94,425,1249.5,72.8
A009,A,banana,2021-08-12,THU,2.97,411,1220.67,81.6
A009,A,banana,2021-08-13,FRI,2.97,421,1250.37,77.6
A009,A,banana,2021-08-14,SAT,2.97,455,1351.35,75.3
A009,A,banana,2021-08-15,SUN,2.97,458,1360.26,77.9
A009,A,banana,2021-08-16,MON,2.97,426,1265.22,76.8
A009,A,banana,2021-08-17,TUE,2.97,423,1256.31,81.3
A009,A,banana,2021-08-18,WED,2.97,416,1235.52,76.1
A009,A,banana,2021-08-19,THU,2.96,417,1234.32,76.5
A009,A,banana,2021-08-20,FRI,2.96,412,1219.52,80.6
A009,A,banana,2021-08-21,SAT,2.96,454,1343.84,89
A009,A,banana,2021-08-22,SUN,2.96,456,1349.76,88.9
A009,A,banana,2021-08-23,MON,2.96,425,1258,78.6
A009,A,banana,2021-08-24,TUE,2.96,427,1263.92,77.1
A009,A,banana,2021-08-25,WED,2.96,418,1237.28,80.1
A009,A,banana,2021-08-26,THU,2.98,414,1233.72,73.1
A009,A,banana,2021-08-27,FRI,2.98,426,1269.48,77.4
A009,A,banana,2021-08-28,SAT,2.98,456,1358.88,78.7
A009,A,banana,2021-08-29,SUN,2.98,456,1358.88,78.4
A009,A,banana,2021-08-30,MON,2.98,425,1266.5,82.2
A009,A,banana,2021-08-31,TUE,2.98,419,1248.62,83
A009,A,banana,2021-09-01,WED,2.98,426,1269.48,80.1
A009,A,banana,2021-09-02,THU,2.99,414,1237.86,78.9
A009,A,banana,2021-09-03,FRI,2.99,419,1252.81,74.4
A009,A,banana,2021-09-04,SAT,2.99,460,1375.4,83.1
A009,A,banana,2021-09-05,SUN,2.99,453,1354.47,76.9
A009,A,banana,2021-09-06,MON,2.99,420,1255.8,75.5
A009,A,banana,2021-09-07,TUE,2.99,421,1258.79,66.7
A009,A,banana,2021-09-08,WED,2.99,425,1270.75,63
A009,A,banana,2021-09-09,THU,2.99,421,1258.79,85.9
A009,A,banana,2021-09-10,FRI,2.99,423,1264.77,87.5
A009,A,banana,2021-09-11,SAT,2.99,460,1375.4,76.1
A009,A,banana,2021-09-12,SUN,2.99,460,1375.4,75.5
A009,A,banana,2021-09-13,MON,2.99,426,1273.74,77.8
A009,A,banana,2021-09-14,TUE,2.99,420,1255.8,94.1
A009,A,banana,2021-09-15,WED,2.99,423,1264.77,84.2
A009,A,banana,2021-09-16,THU,2.99,424,1267.76,83.4
A009,A,banana,2021-09-17,FRI,2.99,421,1258.79,83.2
A009,A,banana,2021-09-18,SAT,2.99,454,1357.46,78.4
A009,A,banana,2021-09-19,SUN,2.99,455,1360.45,88.7
A009,A,banana,2021-09-20,MON,2.99,416,1243.84,82
A009,A,banana,2021-09-21,TUE,2.99,411,1228.89,80
A009,A,banana,2021-09-22,WED,2.99,424,1267.76,81.8
A009,A,banana,2021-09-23,THU,3,413,1239,77.4
A009,A,banana,2021-09-24,FRI,3,418,1254,80.8
A009,A,banana,2021-09-25,SAT,3,460,1380,91.7
A009,A,banana,2021-09-26,SUN,3,455,1365,83.3
A009,A,banana,2021-09-27,MON,3,417,1251,76.7
A009,A,banana,2021-09-28,TUE,3,422,1266,85.1
A009,A,banana,2021-09-29,WED,3,427,1281,76.5
A009,A,banana,2021-09-30,THU,3.01,418,1258.18,88.3
A009,A,cherry,2021-04-01,THU,6.26,520,3255.2,81.7
A009,A,cherry,2021-04-02,FRI,6.26,540,3380.4,70.6
A009,A,cherry,2021-04-03,SAT,6.26,574,3593.24,72.7
A009,A,cherry,2021-04-04,SUN,6.26,574,3593.24,70
A009,A,cherry,2021-04-05,MON,6.26,526,3292.76,50
A009,A,cherry,2021-04-06,TUE,6.26,519,3248.94,62.1
A009,A,cherry,2021-04-07,WED,6.26,526,3292.76,63.6
A009,A,cherry,2021-04-08,THU,6.25,534,3337.5,67.9
A009,A,cherry,2021-04-09,FRI,6.25,526,3287.5,81.3
A009,A,cherry,2021-04-10,SAT,6.25,578,3612.5,81.7
A009,A,cherry,2021-04-11,SUN,6.25,574,3587.5,75.8
A009,A,cherry,2021-04-12,MON,6.25,524,3275,64.1
A009,A,cherry,2021-04-13,TUE,6.25,533,3331.25,54.2
A009,A,cherry,2021-04-14,WED,6.25,528,3300,59.8
A009,A,cherry,2021-04-15,THU,6.25,536,3350,70.3
A009,A,cherry,2021-04-16,FRI,6.25,524,3275,70.8
A009,A,cherry,2021-04-17,SAT,6.25,573,3581.25,57.3
A009,A,cherry,2021-04-18,SUN,6.25,577,3606.25,55.7
A009,A,cherry,2021-04-19,MON,6.25,528,3300,66.6
A009,A,cherry,2021-04-20,TUE,6.25,537,3356.25,68.4
A009,A,cherry,2021-04-21,WED,6.25,530,3312.5,73.7
A009,A,cherry,2021-04-22,THU,6.26,521,3261.46,62.8
